ASVid2_2;ASVid2_1;study1;study2;similarity;ASVid2_1_dataset;ASVid2_1_nreads;ASVid2_1_nsamples;ASVid2_1_sequence.length;ASVid2_1_bestgroup;ASVid2_1_sistergroup;ASVid2_2_dataset;ASVid2_2_nreads;ASVid2_2_nsamples;ASVid2_2_sequence.length;ASVid2_2_bestgroup;ASVid2_2_sistergroup
Ref8_ASV_0063;Ref10_ASV_2162;Ref10;Ref8;1;Data18S_Polinski2019_v2;2;1;386;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|AY446901;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|AY446901
Ref8_ASV_0063;Ref10_ASV_2162;Ref10;Ref8;1;Data18S_Polinski2019_v2;2;1;386;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|AY446901;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Harpacticoida|Laophontidae|Onychocamptus bengalensis|JF326206
Ref8_ASV_0063;Ref10_ASV_2162;Ref10;Ref8;1;Data18S_Polinski2019_v2;2;1;386;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|AY446901;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995293
Ref8_ASV_0094;Ref2_ASV_0084;Ref2;Ref8;1;Data18S_Asinara_v2;1868;4;367;Gastrotricha;Gastrotricha|Chaetonotida|Chaetonotidae|Halichaetonotus euromarinus|JQ798551;Data18S_Kapshyna2024_v2;442;14;367;Gastrotricha;Gastrotricha|Chaetonotida|Chaetonotidae|Halichaetonotus euromarinus|JQ798551
Ref8_ASV_0148;Ref2_ASV_0130;Ref2;Ref8;1;Data18S_Asinara_v2;855;3;375;Ostracoda;Ostracoda|Podocopida|Leptocytheridae|Leptocythere polymorpha|AB674963;Data18S_Kapshyna2024_v2;146;1;375;Ostracoda;Ostracoda|Podocopida|Leptocytheridae|Leptocythere polymorpha|AB674963
Ref8_ASV_0509;Ref4_ASV_0315;Ref4;Ref8;1;Data18S_Degenhardt2021_v2;91;1;333;Tardigrada;Tardigrada|Heterotardigrada|Oreellidae|Oreella chugachii|GU552458;Data18S_Kapshyna2024_v2;11;1;373;Tardigrada;Tardigrada|Heterotardigrada|Oreellidae|Oreella chugachii|GU552458
Ref8_ASV_0067;Ref5_ASV_0197;Ref5;Ref8;1;Data18S_Fonseca2017;4;1;400;Acari;Acari|NA|Glycyphagidae|Marsupialichus brasiliensis|JQ000095;Data18S_Kapshyna2024_v2;1080;22;370;Acari;Acari|NA|Glycyphagidae|Marsupialichus brasiliensis|JQ000095
Ref8_ASV_0029;Ref6_ASV_0015;Ref6;Ref8;1;Data18S_Haenel2017_v2;11416;8;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995308;Data18S_Kapshyna2024_v2;4832;34;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995309
Ref8_ASV_0029;Ref6_ASV_0015;Ref6;Ref8;1;Data18S_Haenel2017_v2;11416;8;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995308;Data18S_Kapshyna2024_v2;4832;34;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995310
Ref8_ASV_0029;Ref6_ASV_0015;Ref6;Ref8;1;Data18S_Haenel2017_v2;11416;8;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995308;Data18S_Kapshyna2024_v2;4832;34;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|KJ193769
Ref8_ASV_0029;Ref6_ASV_0015;Ref6;Ref8;1;Data18S_Haenel2017_v2;11416;8;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995308;Data18S_Kapshyna2024_v2;4832;34;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995308
Ref8_ASV_0029;Ref6_ASV_0015;Ref6;Ref8;1;Data18S_Haenel2017_v2;11416;8;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|KJ193769;Data18S_Kapshyna2024_v2;4832;34;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995309
Ref8_ASV_0029;Ref6_ASV_0015;Ref6;Ref8;1;Data18S_Haenel2017_v2;11416;8;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|KJ193769;Data18S_Kapshyna2024_v2;4832;34;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995310
Ref8_ASV_0029;Ref6_ASV_0015;Ref6;Ref8;1;Data18S_Haenel2017_v2;11416;8;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|KJ193769;Data18S_Kapshyna2024_v2;4832;34;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|KJ193769
Ref8_ASV_0029;Ref6_ASV_0015;Ref6;Ref8;1;Data18S_Haenel2017_v2;11416;8;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|KJ193769;Data18S_Kapshyna2024_v2;4832;34;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995308
Ref8_ASV_0029;Ref6_ASV_0015;Ref6;Ref8;1;Data18S_Haenel2017_v2;11416;8;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995309;Data18S_Kapshyna2024_v2;4832;34;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995309
Ref8_ASV_0029;Ref6_ASV_0015;Ref6;Ref8;1;Data18S_Haenel2017_v2;11416;8;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995309;Data18S_Kapshyna2024_v2;4832;34;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995310
Ref8_ASV_0029;Ref6_ASV_0015;Ref6;Ref8;1;Data18S_Haenel2017_v2;11416;8;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995309;Data18S_Kapshyna2024_v2;4832;34;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|KJ193769
Ref8_ASV_0029;Ref6_ASV_0015;Ref6;Ref8;1;Data18S_Haenel2017_v2;11416;8;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995309;Data18S_Kapshyna2024_v2;4832;34;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995308
Ref8_ASV_0029;Ref6_ASV_0015;Ref6;Ref8;1;Data18S_Haenel2017_v2;11416;8;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995310;Data18S_Kapshyna2024_v2;4832;34;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995309
Ref8_ASV_0029;Ref6_ASV_0015;Ref6;Ref8;1;Data18S_Haenel2017_v2;11416;8;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995310;Data18S_Kapshyna2024_v2;4832;34;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995310
Ref8_ASV_0029;Ref6_ASV_0015;Ref6;Ref8;1;Data18S_Haenel2017_v2;11416;8;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995310;Data18S_Kapshyna2024_v2;4832;34;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|KJ193769
Ref8_ASV_0029;Ref6_ASV_0015;Ref6;Ref8;1;Data18S_Haenel2017_v2;11416;8;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995310;Data18S_Kapshyna2024_v2;4832;34;364;Copepoda;Copepoda|Calanoida|Temoridae|Temora longicornis|JX995308
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages abdominalis|GU969163;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995292
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages abdominalis|GU969163;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995294
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages abdominalis|GU969163;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages abdominalis|GU969163
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages abdominalis|GU969163;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages typicus|GU594639
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages abdominalis|GU969163;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|KJ193751
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages abdominalis|GU969163;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995295
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages abdominalis|GU969163;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|AY446901
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages abdominalis|GU969163;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Harpacticoida|Laophontidae|Onychocamptus bengalensis|JF326206
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages abdominalis|GU969163;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995293
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995294;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995292
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995294;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995294
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995294;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages abdominalis|GU969163
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995294;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages typicus|GU594639
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995294;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|KJ193751
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995294;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995295
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995294;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|AY446901
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995294;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Harpacticoida|Laophontidae|Onychocamptus bengalensis|JF326206
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995294;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995293
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Harpacticoida|Laophontidae|Onychocamptus bengalensis|JF326206;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995292
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Harpacticoida|Laophontidae|Onychocamptus bengalensis|JF326206;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995294
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Harpacticoida|Laophontidae|Onychocamptus bengalensis|JF326206;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages abdominalis|GU969163
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Harpacticoida|Laophontidae|Onychocamptus bengalensis|JF326206;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages typicus|GU594639
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Harpacticoida|Laophontidae|Onychocamptus bengalensis|JF326206;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|KJ193751
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Harpacticoida|Laophontidae|Onychocamptus bengalensis|JF326206;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995295
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Harpacticoida|Laophontidae|Onychocamptus bengalensis|JF326206;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|AY446901
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Harpacticoida|Laophontidae|Onychocamptus bengalensis|JF326206;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Harpacticoida|Laophontidae|Onychocamptus bengalensis|JF326206
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Harpacticoida|Laophontidae|Onychocamptus bengalensis|JF326206;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995293
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995292;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995292
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995292;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995294
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995292;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages abdominalis|GU969163
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995292;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages typicus|GU594639
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995292;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|KJ193751
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995292;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995295
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995292;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|AY446901
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995292;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Harpacticoida|Laophontidae|Onychocamptus bengalensis|JF326206
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995292;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995293
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|KJ193751;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995292
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|KJ193751;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995294
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|KJ193751;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages abdominalis|GU969163
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|KJ193751;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages typicus|GU594639
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|KJ193751;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|KJ193751
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|KJ193751;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995295
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|KJ193751;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|AY446901
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|KJ193751;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Harpacticoida|Laophontidae|Onychocamptus bengalensis|JF326206
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|KJ193751;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995293
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995293;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995292
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995293;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995294
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995293;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages abdominalis|GU969163
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995293;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages typicus|GU594639
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995293;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|KJ193751
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995293;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995295
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995293;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|AY446901
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995293;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Harpacticoida|Laophontidae|Onychocamptus bengalensis|JF326206
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995293;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995293
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages typicus|GU594639;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995292
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages typicus|GU594639;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995294
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages typicus|GU594639;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages abdominalis|GU969163
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages typicus|GU594639;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages typicus|GU594639
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages typicus|GU594639;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|KJ193751
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages typicus|GU594639;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|JX995295
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages typicus|GU594639;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages hamatus|AY446901
Ref8_ASV_0063;Ref6_ASV_0013;Ref6;Ref8;1;Data18S_Haenel2017_v2;12670;6;364;Copepoda;Copepoda|Calanoida|Centropagidae|Centropages typicus|GU594639;Data18S_Kapshyna2024_v2;1117;11;364;Copepoda;Copepoda|Harpacticoida|Laophontidae|Onychocamptus bengalensis|JF326206
